image_id,label,isNight,split,adv_label
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172221_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152000_24912.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153031_25387.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172730.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183658.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145300_23641.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182123_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728174200.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153629_25890.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102839.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_084510.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181727_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150140.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_1952.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175813.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085154.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131914.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102946.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182159_27516.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182040_27374.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175415.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8536.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8948.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7858.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729183113.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102700.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183535_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102456.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175803.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080851_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728185000_01.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175421.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_2490.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190812_182457.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9223.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_153435.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200730132108.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8935.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729173232.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072303_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200730132807_01.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175828_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180220.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145014.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9383.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080848_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153817_26093.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190812_182957.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_165948.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728181318_01.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729172326.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_1887.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9358.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175532.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153435_25775.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152928_25320.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200730132424.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143621_22942.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2208.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153843_26131.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181919_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7823.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190820_085551.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_115606.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200729173725.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8538.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9431.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150639_24257.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729171956.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175559.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8526.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175748.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8191.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7319.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144622_23322.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728130812.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728161615.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182302_27597.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_103806.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180643_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153150_25530.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729190308.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175759_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150402_24129.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175003.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111357.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182055_27388.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_084406_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145211_23624.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071628.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7791.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2107.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175317.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144008_23105.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131211.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152216_24965.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182056.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_083839.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071655.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102655.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728130228.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111345_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8164.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181646.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144101_23154.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7806.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145119_23584.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8101.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125507_27012.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152837.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200730132250.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8814.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152211_24961.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172336.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143637_22965.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181832.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2192.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728190200.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9400.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182210.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182114_01.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071606.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175715.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728191450.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154327_26498.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_150953_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145119_23587.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8585.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145701_23738.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9524.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175101.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153232_25586.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150518_24178.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151952_24899.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150646_24266.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_084002.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_153622.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175411_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_153154.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154220.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171744_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153935_26214.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154305_26467.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153317_25650.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152518.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9176.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144034_23128.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8063.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152742(0).jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9415.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181054.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_2409.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143806_23019.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151704_24824.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_181605.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102522_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182258.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154155_26355.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111013.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8834.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729173337.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072129.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085611.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071947.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729183153.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153324_25656.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153442.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_153422_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_1920.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_120851.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153439_25776.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152821.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729190329_01.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154622_26678.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131438.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729173552.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7295.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150041_23892.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729190034.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175306.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_165637.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_103809.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151955_24907.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085013_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143740_23000.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8800.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150719_24308.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154604.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175205_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175631.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153015_25356.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104220.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153405_25731.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8111.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728183052.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150417.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728191032.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153620_25873.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153701_25960.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8189.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104052.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_181600.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728142620_27176.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154638_26707.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182159.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_081543_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8952.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8501.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7476.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153104_25440.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171636.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183734_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729172542_01.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150044_23900.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174846_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_181519_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729190326.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_153611.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153908_26172.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153422_25764.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8276.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9394.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154758_26834.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_122806.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152826_25233.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151356_24603.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172327.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_084534.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8730.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174846.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728180015.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728191510.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8888.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_075946_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085512.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172224.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102444.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_110830.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728191348.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729175019.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7737.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171919.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125333.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145658_23730.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085229.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104552.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_121433.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153345_25691.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143542_22918.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072449.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728142618_27168.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175803_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7007.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102514_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172414_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150342_24108.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729183102.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728130459.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_151219.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153613_25864.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153022_25372.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080159.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182215.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150334_24102.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_121739.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171758_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152423_25002.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8123.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_151749.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145939_23866.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125119_26952.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175303.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_150850.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152531.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175428_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200729190224.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190812_184726.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153313_25639.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125044.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8180.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8912.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144858_23498.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729172004.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728190249.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104127_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072201_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111524.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729172607_01.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_160348.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125308.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154703.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172332_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111446_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171834.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125359.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8148.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728183119.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180213.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_083934_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153325_25663.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181919_2.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085458.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8643.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180820.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7263.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151543_24730.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150719_24309.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150954_24436.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9474.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080331_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728182650.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150519_24180.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152453.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143630_22957.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175752_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154329_26500.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150331_24093.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728130431.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150659_24280.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153753_26049.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181658_27225.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085503.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154734_26783.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145609_23693.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153229.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182104.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144209.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_110917.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_083849.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175820.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_110820.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143656_22978.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_160957.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175639_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151702_24816.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_2370.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2194.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_2376.JPG,1,1,test,0
